CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults
1013,49,Male,Engineer,Masters,Married,47281.14,1,728,No,no_loan,83.97,No,71762.52,3,Yes,1,Yes,No,8,Savings Plans,Neutral,Miscommunication,Yes,0,10,4,10,6,8,10,3,8,10,7,6,10,4,9
1014,42,Female,Lawyer,PhD,Divorced,192490.07,4,546,Yes,Education Loan,48.75,Yes,39612.24,3,No,5,No,No,3,Insurance,Positive,Service,Yes,0,6,3,6,7,3,5,3,3,2,2,3,4,2,4
1015,58,Male,Artist,High School,Single,100634.74,23,780,No,no_loan,90.22,No,79975.18,2,No,3,No,No,6,Insurance,Positive,Delay,Yes,0,6,3,6,4,6,9,3,8,7,1,7,7,4,7
1016,34,Male,Teacher,PhD,Married,80173.75,27,397,No,no_loan,51.47,No,143631.63,2,No,1,Yes,Yes,4,Insurance,Neutral,Technical Issue,No,0,6,5,6,10,2,5,3,6,6,2,4,6,3,6
1017,31,Female,Artist,Masters,Married,168148.22,15,628,No,no_loan,66.38,Yes,124198.2,1,No,4,No,No,3,Savings Plans,Neutral,Fees,No,1,6,3,6,7,4,4,3,4,3,1,2,4,2,4
1018,62,Female,Engineer,Masters,Single,18380.74,12,724,No,no_loan,99.78,Yes,46747.4,1,No,1,No,Yes,4,"Insurance, Savings Plans",Positive,Delay,Yes,0,6,1,6,6,3,4,3,6,4,3,2,7,2,8
1019,30,Female,Lawyer,High School,Married,83971.46,25,723,No,no_loan,15.55,No,70869.07,3,Yes,3,Yes,No,1,Insurance,Neutral,Delay,No,0,1,4,1,5,1,2,3,1,1,2,1,3,1,1
1020,55,Male,Artist,PhD,Divorced,75764.45,17,304,Yes,Car Loan,73.94,No,140612.97,3,Yes,1,Yes,No,7,"Insurance, Savings Plans",Negative,"Service, Fees",Yes,0,8,4,8,10,5,9,3,9,8,7,6,10,6,9
1021,56,Male,Engineer,Bachelors,Divorced,70620.43,12,758,No,no_loan,14.75,Yes,36080.88,3,Yes,3,No,Yes,7,"Insurance, Savings Plans",Negative,Technical Issue,No,0,8,4,10,6,6,10,3,8,10,5,6,9,6,9
1022,19,Female,Businessman,Masters,Single,62230.76,16,797,No,no_loan,84.05,No,53013.53,3,No,3,Yes,No,7,Savings Plans,Neutral,Fees,No,1,6,5,6,6,6,10,3,10,7,4,5,8,5,9
1023,49,Male,Doctor,Masters,Divorced,42804.92,13,386,Yes,Education Loan,60.05,No,54088.94,2,Yes,2,No,No,2,Savings Plans,Neutral,"Technical Issue, Delay",No,0,1,4,2,10,1,2,1,2,4,1,3,2,1,2
1024,49,Male,Artist,High School,Married,35409.25,11,701,Yes,Education Loan,93.88,No,94221.27,4,No,2,Yes,No,1,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,1,6,1,6,4,1,1,4,1,1,1,1,2,1,1
1025,57,Male,Doctor,PhD,Divorced,128440.82,15,592,Yes,Education Loan,86.73,Yes,73395.33,4,Yes,4,No,Yes,9,Insurance,Positive,Technical Issue,Yes,0,10,4,10,9,8,10,3,10,10,6,9,10,6,10
1026,23,Female,Doctor,Bachelors,Married,183959.57,29,580,Yes,Business Loan,8.41,Yes,30383.19,4,No,4,Yes,Yes,2,Savings Plans,Neutral,Technical Issue,No,1,6,2,6,7,1,2,4,4,2,1,3,1,1,1
1027,42,Female,Manager,PhD,Single,102261.48,16,496,Yes,Home Loan,14.59,Yes,101793.59,1,No,4,No,No,5,"Insurance, Savings Plans",Negative,Miscommunication,Yes,0,6,5,6,10,6,8,5,7,6,2,5,8,5,7
1028,20,Female,Engineer,PhD,Single,60296.94,6,382,Yes,Car Loan,60.52,No,32880.12,1,Yes,3,No,Yes,5,Savings Plans,Positive,Fees,No,0,5,4,6,10,5,6,4,6,6,4,4,6,4,6
1029,35,Male,Teacher,Bachelors,Married,32672.88,27,326,Yes,Education Loan,52.31,Yes,98833.94,1,No,3,No,No,8,"Insurance, Savings Plans",Negative,Delay,Yes,0,6,6,6,10,7,10,1,8,9,6,7,9,6,10
1030,67,Female,Lawyer,High School,Married,166198.53,26,434,Yes,Car Loan,17.69,Yes,85911.09,1,Yes,2,No,Yes,1,Savings Plans,Negative,Technical Issue,Yes,0,2,4,2,10,1,1,3,1,1,1,1,1,1,1
1031,55,Male,Businessman,Masters,Divorced,194326.92,11,389,No,no_loan,13.81,No,84176.93,2,Yes,3,No,Yes,7,Insurance,Negative,Service,Yes,1,9,4,8,10,7,10,3,10,8,5,7,9,4,9
1032,60,Male,Engineer,High School,Married,70481.92,15,505,No,no_loan,56.84,Yes,28774.51,3,No,2,No,Yes,3,Insurance,Negative,Fees,No,0,6,2,6,10,2,5,3,3,2,2,2,4,3,2
1033,20,Male,Manager,High School,Single,58899.13,5,326,Yes,Car Loan,5.84,Yes,103098.66,1,Yes,1,No,No,2,Savings Plans,Positive,Service,Yes,1,4,4,1,10,2,2,2,2,2,2,3,3,2,1
1034,65,Female,Manager,PhD,Married,120697.1,3,677,No,no_loan,87.5,Yes,76071.63,4,No,4,No,Yes,5,Savings Plans,Neutral,Delay,Yes,0,6,4,6,7,5,8,3,4,8,3,4,7,3,3
1035,22,Male,Businessman,Bachelors,Divorced,155290.47,26,714,No,no_loan,80.9,No,73443.8,1,No,4,Yes,No,4,Savings Plans,Neutral,Fees,No,0,6,4,6,5,1,6,3,6,4,4,5,4,2,7
1036,41,Female,Artist,Masters,Divorced,91625.16,2,526,No,no_loan,78.75,No,97538.68,4,Yes,5,No,Yes,9,Insurance,Positive,Miscommunication,Yes,1,10,4,10,10,8,10,3,10,10,6,8,10,7,10
1037,51,Male,Lawyer,PhD,Married,126384.56,1,367,No,no_loan,2.58,Yes,98812.25,3,No,2,Yes,No,1,Savings Plans,Negative,Fees,No,0,6,1,6,10,1,1,3,3,1,1,1,1,1,1
1038,64,Female,Manager,Masters,Divorced,143593.26,15,661,No,no_loan,5.72,No,21954.33,2,No,5,Yes,No,3,Insurance,Neutral,Delay,Yes,1,6,3,6,8,1,4,3,2,2,1,2,5,1,3
1039,65,Female,Teacher,PhD,Divorced,192157.87,2,559,Yes,Personal Loan,55.43,Yes,36279.37,2,Yes,4,No,Yes,3,Savings Plans,Neutral,Miscommunication,Yes,0,3,4,3,8,3,3,5,4,2,2,2,4,2,3
1040,56,Female,Engineer,Bachelors,Single,33842.43,28,362,Yes,Home Loan,99.45,Yes,50747.37,1,No,5,Yes,Yes,4,Savings Plans,Neutral,Delay,Yes,0,6,5,6,10,3,6,2,4,3,4,3,4,2,5
1041,65,Female,Teacher,Masters,Married,199479.12,29,691,No,no_loan,34.89,Yes,108137.05,1,No,1,Yes,No,7,"Insurance, Savings Plans",Negative,"Service, Fees",No,1,6,6,6,8,6,7,3,9,7,4,5,8,5,9
1042,41,Female,Artist,Masters,Single,79039.17,20,545,Yes,Car Loan,35.09,Yes,94976.35,4,No,5,Yes,No,5,Insurance,Neutral,Fees,Yes,0,6,3,6,9,3,7,3,6,4,4,5,5,3,7
1043,53,Female,Engineer,High School,Single,144916.83,6,577,No,no_loan,14.29,No,118491.79,1,No,1,Yes,Yes,10,Savings Plans,Positive,Delay,Yes,1,6,9,6,9,7,10,3,10,10,8,7,10,7,10
1044,45,Female,Artist,PhD,Divorced,114910.46,12,646,No,no_loan,67.76,Yes,116279.01,2,Yes,4,Yes,Yes,6,Insurance,Neutral,Fees,No,0,8,4,8,8,7,10,3,7,7,4,6,10,4,9
1045,65,Female,Lawyer,PhD,Single,97847.05,21,671,No,no_loan,65.02,No,130913.77,1,Yes,3,Yes,No,3,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,4,4,3,10,2,4,3,1,5,3,2,1,1,4
1046,66,Male,Lawyer,PhD,Married,139917,16,422,Yes,Business Loan,11.03,No,68985.93,4,Yes,2,No,No,5,Insurance,Positive,Fees,No,1,5,4,7,10,3,7,3,7,7,4,5,6,2,7
1047,51,Male,Teacher,High School,Married,79755.02,14,356,No,no_loan,47.27,Yes,64858.3,3,Yes,5,No,No,2,Insurance,Negative,Delay,No,0,1,4,2,10,1,3,3,2,2,1,1,2,1,2
1048,33,Male,Teacher,High School,Married,26095.89,4,459,No,no_loan,67.04,Yes,128032,2,Yes,1,Yes,No,4,Insurance,Neutral,Delay,No,0,4,4,4,10,3,5,3,4,5,2,2,6,5,5
1049,53,Male,Lawyer,Masters,Single,98289.78,8,426,No,no_loan,49.86,Yes,50888.2,2,Yes,4,No,Yes,3,Insurance,Negative,"Service, Fees",No,1,3,4,4,10,3,5,3,5,3,3,2,5,3,4
1050,24,Male,Doctor,PhD,Married,104861.26,12,610,Yes,Personal Loan,67.76,Yes,79952.41,3,No,4,Yes,Yes,3,Insurance,Negative,"Technical Issue, Delay",No,1,6,1,6,6,3,4,4,3,1,2,1,3,2,3
1051,35,Female,Lawyer,PhD,Married,41178.53,23,817,No,no_loan,81.81,No,45262.33,3,No,3,Yes,Yes,4,Insurance,Negative,"Service, Fees",Yes,0,6,2,6,3,3,6,3,5,3,2,5,7,4,3
1052,23,Female,Businessman,Masters,Single,187188.25,14,564,Yes,Business Loan,68.9,No,138799.3,2,No,4,Yes,Yes,8,Insurance,Neutral,Delay,Yes,1,6,8,6,9,7,10,4,9,9,4,7,9,6,10
1053,67,Female,Engineer,Masters,Single,46267.65,20,587,No,no_loan,62,No,73014.39,4,No,4,No,Yes,8,Savings Plans,Neutral,Service,Yes,1,6,8,6,10,6,10,3,10,10,7,6,10,5,10
1054,45,Female,Businessman,Masters,Single,82436.29,26,719,No,no_loan,85.51,No,47623.3,4,No,3,No,Yes,1,Savings Plans,Positive,Service,No,1,6,1,6,6,1,2,3,1,2,1,1,1,1,1
1055,56,Female,Artist,Bachelors,Single,31831.01,13,827,No,no_loan,90.16,Yes,109961.74,1,Yes,4,No,No,5,Insurance,Negative,Service,Yes,0,6,4,7,4,3,6,3,7,6,1,5,8,4,5
1056,51,Male,Lawyer,Bachelors,Divorced,107623.53,29,439,Yes,Business Loan,39.5,Yes,51803.81,4,Yes,1,Yes,Yes,2,Insurance,Positive,Technical Issue,No,0,3,4,2,10,1,2,3,2,3,1,1,1,1,3
1057,68,Male,Lawyer,Masters,Single,62219.88,5,774,No,no_loan,18.15,No,142655.47,2,No,5,No,No,10,Savings Plans,Neutral,"Service, Fees",Yes,0,6,7,6,4,8,10,3,10,10,8,10,10,8,10
1058,58,Female,Manager,High School,Single,98365.23,12,828,No,no_loan,81.97,No,67790.21,1,Yes,5,No,Yes,6,"Insurance, Savings Plans",Neutral,Fees,Yes,1,6,4,7,5,5,9,3,8,6,7,6,8,4,7
1059,46,Male,Artist,High School,Married,45698.77,10,688,No,no_loan,22.16,No,106403.29,4,Yes,1,Yes,Yes,3,Savings Plans,Positive,Service,No,0,1,4,4,9,2,5,3,4,3,1,2,5,4,3
1060,21,Male,Manager,PhD,Married,11701.25,21,810,No,no_loan,92.97,Yes,64881.84,3,Yes,5,No,No,10,"Insurance, Savings Plans",Positive,Delay,Yes,0,10,4,10,4,8,10,3,10,10,5,9,10,7,10
1061,31,Female,Artist,Bachelors,Single,156066.1,19,837,No,no_loan,3.26,Yes,124941.93,4,Yes,4,No,Yes,10,Insurance,Negative,Delay,No,0,10,4,10,5,7,10,3,10,10,7,9,10,7,10
1062,22,Female,Businessman,Bachelors,Single,128576.17,13,512,No,no_loan,92.21,No,136599.96,1,Yes,5,No,No,9,Insurance,Neutral,Service,Yes,0,9,4,10,10,8,10,3,10,9,6,8,10,8,10
1063,42,Male,Engineer,Masters,Single,68807.13,9,812,Yes,Home Loan,59.33,Yes,122429.39,3,No,5,No,No,9,Savings Plans,Negative,"Service, Fees",No,0,6,7,6,5,10,10,6,10,10,6,9,10,5,9
1064,56,Male,Artist,Masters,Married,10451.35,11,564,No,no_loan,77.7,No,130304.87,1,No,4,Yes,No,8,Savings Plans,Negative,Service,No,1,6,6,6,8,7,10,3,9,8,6,5,10,4,10
1065,25,Female,Teacher,Masters,Married,173249.44,5,642,Yes,Education Loan,40.45,No,33244.51,1,Yes,5,Yes,Yes,2,Savings Plans,Neutral,Delay,No,1,1,4,1,8,1,3,5,2,1,1,1,4,1,3
1066,32,Male,Lawyer,Masters,Single,34789.21,28,337,No,no_loan,99.18,Yes,140128.41,3,Yes,4,Yes,No,2,Insurance,Neutral,Service,No,1,1,4,3,10,2,2,3,4,2,1,2,3,1,2
1067,36,Female,Artist,Masters,Married,186217.7,13,532,Yes,Car Loan,23.53,Yes,101159.09,1,Yes,3,Yes,No,2,Savings Plans,Negative,"Technical Issue, Delay",Yes,0,2,4,2,10,2,2,5,2,2,1,2,3,2,3
1068,28,Male,Engineer,High School,Married,96240.48,10,559,No,no_loan,27.17,No,132998.28,2,No,3,Yes,No,5,Savings Plans,Positive,"Service, Fees",No,1,6,4,6,9,5,7,3,7,5,5,3,6,5,8
1069,37,Male,Artist,High School,Single,68736.96,18,607,Yes,Car Loan,6.09,Yes,108976.78,1,Yes,5,Yes,No,10,"Insurance, Savings Plans",Neutral,Technical Issue,Yes,0,10,4,10,10,8,10,4,10,8,8,9,10,7,10
1070,53,Female,Lawyer,Masters,Married,148610.14,29,702,No,no_loan,94.11,Yes,46240.2,2,Yes,3,No,No,9,Insurance,Negative,Technical Issue,Yes,1,10,4,10,7,7,10,3,10,10,4,9,9,8,10
1071,35,Male,Doctor,High School,Single,175491.04,15,560,Yes,Home Loan,46.15,Yes,99242.16,3,Yes,5,Yes,Yes,7,Insurance,Positive,"Technical Issue, Delay",Yes,0,9,4,8,9,5,10,5,9,9,5,6,8,7,10
1072,31,Female,Artist,Masters,Divorced,74772,20,775,No,no_loan,67.81,Yes,31823.01,1,Yes,3,Yes,Yes,7,Insurance,Negative,"Service, Fees",No,0,7,4,10,7,5,10,3,9,10,6,5,10,6,9
1073,55,Male,Teacher,Masters,Divorced,82061.41,12,405,Yes,Business Loan,69.06,Yes,110443.99,4,No,5,No,Yes,3,Savings Plans,Neutral,Technical Issue,No,1,6,2,6,10,2,4,3,4,4,3,3,4,3,5
1074,42,Male,Lawyer,Bachelors,Divorced,87198.49,4,546,No,no_loan,87.58,Yes,73170.15,1,No,2,No,No,3,Insurance,Positive,Miscommunication,No,1,6,1,6,10,1,5,3,2,2,1,3,4,3,3
1075,33,Female,Engineer,High School,Married,184542.29,5,603,No,no_loan,66.83,No,39725.31,2,Yes,1,Yes,Yes,10,Savings Plans,Positive,Technical Issue,No,1,10,4,10,8,8,10,3,10,10,6,9,10,6,10
1076,35,Male,Businessman,High School,Divorced,138820.23,8,642,No,no_loan,56.64,No,147299.88,2,No,3,No,Yes,3,"Insurance, Savings Plans",Positive,Delay,Yes,1,6,2,6,9,3,5,3,4,3,3,2,3,1,3
1077,18,Female,Businessman,Bachelors,Married,50281.58,5,746,Yes,Business Loan,71.32,No,137140.98,4,Yes,4,No,No,1,Insurance,Neutral,"Service, Fees",No,0,1,4,1,7,1,1,5,1,1,1,1,1,1,1
1078,57,Female,Lawyer,High School,Single,37814.94,1,337,Yes,Car Loan,75.35,No,136160.68,3,No,1,Yes,No,8,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,6,6,6,10,6,10,3,10,10,4,5,10,6,10
1079,18,Male,Manager,Bachelors,Divorced,46843.17,18,345,Yes,Education Loan,19.41,Yes,122546.64,2,Yes,5,No,Yes,2,"Insurance, Savings Plans",Negative,Miscommunication,Yes,0,4,4,3,10,1,1,3,3,1,2,1,1,2,1
1080,18,Female,Doctor,PhD,Married,53449.21,19,519,No,no_loan,11.86,No,109957.55,2,No,1,No,Yes,7,Insurance,Negative,Delay,Yes,1,6,6,6,9,4,10,3,8,7,5,7,9,3,8
1081,68,Female,Engineer,High School,Divorced,46806.51,19,555,Yes,Home Loan,8.41,Yes,105160.33,2,Yes,4,Yes,Yes,9,Insurance,Neutral,Delay,No,0,10,4,10,10,7,10,3,10,9,6,5,10,7,10
1082,38,Female,Doctor,Masters,Married,132042.78,10,436,No,no_loan,38.03,No,33792.2,1,Yes,4,Yes,No,2,Savings Plans,Negative,"Service, Fees",Yes,0,2,4,3,10,1,3,3,3,1,1,1,3,1,1
1083,42,Male,Businessman,Bachelors,Married,24070.77,22,530,No,no_loan,50.3,No,137073.61,1,Yes,5,No,Yes,1,"Insurance, Savings Plans",Positive,"Service, Fees",No,0,4,4,1,10,1,2,3,3,1,1,1,1,1,1
1084,44,Female,Doctor,Masters,Single,78084.34,9,337,No,no_loan,61.95,Yes,134546.69,1,Yes,3,No,Yes,5,"Insurance, Savings Plans",Neutral,Service,No,0,7,4,6,10,5,7,3,5,4,5,7,5,2,7
1085,27,Female,Teacher,Masters,Married,125385.66,26,454,No,no_loan,95.85,Yes,117220.84,1,No,3,Yes,Yes,10,Savings Plans,Neutral,"Technical Issue, Delay",Yes,1,6,8,6,10,10,10,3,10,10,8,8,10,7,10
1086,67,Male,Businessman,High School,Married,58881.13,1,802,No,no_loan,33.75,No,140550.94,1,No,2,Yes,Yes,5,Insurance,Negative,"Service, Fees",No,1,6,4,6,5,4,7,3,6,6,3,5,7,4,6
1087,29,Female,Artist,Bachelors,Divorced,13989.6,22,404,No,no_loan,76.33,Yes,91900.85,4,No,4,No,No,1,"Insurance, Savings Plans",Neutral,Fees,Yes,1,6,1,6,10,1,1,3,1,1,1,1,1,1,1
1088,45,Female,Teacher,PhD,Single,17282.96,25,554,No,no_loan,53.6,Yes,78193.5,2,No,2,No,Yes,9,Savings Plans,Positive,Technical Issue,Yes,1,6,9,6,10,6,10,3,10,10,7,6,10,8,10
1089,66,Female,Teacher,Masters,Married,26067.39,20,703,Yes,Home Loan,22.79,Yes,145833.16,4,Yes,4,Yes,No,3,"Insurance, Savings Plans",Neutral,"Service, Fees",Yes,0,2,4,3,5,2,4,3,5,5,3,3,3,1,3
1090,49,Male,Manager,Masters,Divorced,167332.76,26,787,Yes,Education Loan,61.92,Yes,80337.05,2,No,2,Yes,Yes,2,"Insurance, Savings Plans",Positive,Fees,No,0,6,2,6,8,1,4,4,2,2,1,3,3,1,2
1091,50,Male,Teacher,PhD,Single,131914.84,3,757,No,no_loan,96.75,No,103372.18,1,No,3,Yes,No,7,Savings Plans,Neutral,Fees,No,1,6,7,6,7,6,10,3,8,8,6,7,10,5,9
1092,25,Male,Engineer,Bachelors,Married,13839.96,13,827,No,no_loan,13.31,Yes,68498.08,1,No,4,No,Yes,5,"Insurance, Savings Plans",Neutral,Service,No,1,6,4,6,5,4,7,3,6,5,3,5,7,3,6
1093,59,Male,Artist,High School,Divorced,78822.71,6,824,Yes,Business Loan,51.22,No,102722.41,3,No,3,Yes,Yes,4,Savings Plans,Neutral,Fees,Yes,1,6,3,6,4,5,7,5,5,5,2,4,6,4,6
1094,43,Male,Artist,Masters,Single,56438.45,6,669,No,no_loan,6.11,No,113612.87,3,Yes,1,Yes,No,4,Savings Plans,Negative,Technical Issue,No,0,5,4,4,8,3,4,3,4,3,2,5,5,2,3
1095,59,Male,Businessman,High School,Single,116029.98,29,401,Yes,Business Loan,32.8,No,101205.22,4,Yes,3,Yes,Yes,9,"Insurance, Savings Plans",Negative,Miscommunication,No,1,10,4,10,10,9,10,1,10,9,7,7,10,7,9
1096,67,Female,Engineer,Bachelors,Single,105038.38,18,840,No,no_loan,62.44,No,86893.18,2,No,4,No,Yes,9,"Insurance, Savings Plans",Positive,Delay,Yes,0,6,8,6,5,7,10,3,10,9,4,7,10,8,10
1097,58,Male,Teacher,PhD,Single,96743.68,5,811,No,no_loan,84.26,No,59014.4,4,No,1,No,No,1,Insurance,Negative,Technical Issue,Yes,0,6,1,6,4,1,1,3,1,1,1,1,1,1,1
1098,19,Male,Teacher,High School,Married,63587.96,17,688,Yes,Education Loan,73.3,No,103699.94,3,Yes,2,No,No,10,Insurance,Neutral,Service,Yes,1,10,4,10,6,9,10,4,10,10,7,8,10,8,10
1099,52,Male,Doctor,Bachelors,Married,28422.15,29,662,Yes,Car Loan,46.82,No,138095.76,2,Yes,5,Yes,No,7,"Insurance, Savings Plans",Negative,Miscommunication,No,1,6,4,10,6,6,10,5,7,7,6,5,10,5,8
1100,51,Male,Businessman,High School,Single,148732.9,25,414,No,no_loan,91.01,Yes,20898.64,4,No,4,Yes,Yes,8,Insurance,Negative,Service,Yes,1,6,6,6,10,8,10,3,10,9,7,8,10,6,10
1101,23,Female,Businessman,High School,Single,176091.5,25,642,No,no_loan,30.97,No,37410.77,3,No,5,Yes,Yes,5,Insurance,Positive,"Technical Issue, Delay",Yes,1,6,4,6,9,4,7,3,4,5,2,1,8,4,4
1102,48,Female,Doctor,Masters,Married,188886.03,3,373,Yes,Car Loan,75.64,Yes,35570.51,1,No,5,Yes,No,7,Savings Plans,Neutral,Technical Issue,Yes,1,6,7,6,10,7,10,2,9,8,5,6,10,6,7
1103,40,Male,Manager,High School,Divorced,12665.18,5,434,Yes,Business Loan,47.93,Yes,140016.69,4,No,1,No,No,8,"Insurance, Savings Plans",Positive,Delay,No,1,6,7,6,10,7,10,3,10,8,7,8,10,4,10
1104,29,Female,Lawyer,Masters,Single,148241.83,3,679,Yes,Personal Loan,89.96,No,106157.2,1,Yes,2,No,No,8,Insurance,Negative,Fees,No,0,9,4,10,9,8,10,4,10,8,6,8,10,7,9
1105,68,Male,Doctor,Bachelors,Married,145574.19,23,789,No,no_loan,79.95,No,143732.45,4,Yes,3,Yes,Yes,9,Insurance,Neutral,"Service, Fees",Yes,1,10,4,10,6,8,10,3,10,10,7,5,10,9,10
1106,45,Female,Artist,Bachelors,Married,189474.81,13,424,Yes,Car Loan,90.25,No,95765.73,2,Yes,1,Yes,Yes,5,Insurance,Positive,"Service, Fees",Yes,1,3,4,7,10,3,7,1,4,4,3,4,6,3,5
1107,32,Male,Engineer,Masters,Divorced,51330,15,337,No,no_loan,22.21,Yes,80025.28,2,Yes,2,Yes,No,2,"Insurance, Savings Plans",Positive,Fees,No,0,1,4,1,10,2,2,3,1,3,2,1,2,2,1
1108,36,Male,Teacher,PhD,Married,148693.63,17,609,Yes,Car Loan,67.15,Yes,123004.58,2,Yes,3,Yes,No,6,Savings Plans,Neutral,Service,No,0,8,4,8,7,6,10,4,7,8,4,6,7,3,7
1109,29,Male,Lawyer,High School,Single,11870.63,15,405,Yes,Business Loan,74.11,Yes,40922.49,2,Yes,3,Yes,No,1,"Insurance, Savings Plans",Positive,Miscommunication,No,0,2,4,1,10,1,1,2,1,2,1,1,1,1,1
1110,67,Male,Doctor,Bachelors,Married,126617.9,5,524,Yes,Car Loan,74.5,No,69573.96,3,No,2,No,No,10,Savings Plans,Positive,"Service, Fees",Yes,1,6,6,6,10,9,10,5,10,10,8,8,10,7,10
1111,65,Female,Businessman,Bachelors,Single,70818.72,22,541,Yes,Business Loan,50.9,Yes,80615.65,1,Yes,3,Yes,Yes,6,Insurance,Positive,Delay,No,0,6,4,7,10,6,8,4,8,6,3,5,7,6,8
1112,19,Male,Lawyer,PhD,Married,154012.98,14,696,No,no_loan,2.11,No,58799.59,3,No,4,No,No,3,"Insurance, Savings Plans",Negative,Service,Yes,0,6,3,6,6,1,2,3,3,3,3,1,3,4,4
1113,28,Female,Engineer,Bachelors,Single,172797.55,11,452,No,no_loan,26.88,Yes,68267.13,4,Yes,4,No,No,3,Savings Plans,Positive,Delay,No,1,3,4,3,10,1,5,3,4,3,3,1,3,2,3
1114,61,Female,Engineer,Masters,Single,73599.39,28,835,Yes,Car Loan,33.01,No,30153.67,4,No,1,Yes,Yes,7,Insurance,Negative,"Service, Fees",No,1,6,7,6,4,6,10,8,8,6,6,4,8,4,9
1115,54,Female,Businessman,PhD,Married,105591.63,14,701,No,no_loan,85.35,No,45737.87,1,Yes,3,No,No,4,Insurance,Positive,Service,Yes,0,5,4,4,5,3,5,3,6,3,3,3,4,3,6
1116,55,Male,Lawyer,Bachelors,Single,24363.41,7,445,No,no_loan,84.25,No,63614.57,1,Yes,3,No,No,5,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,1,6,4,6,10,5,7,3,7,5,2,4,7,5,6
1117,42,Female,Lawyer,PhD,Married,83964.49,3,490,No,no_loan,11.36,Yes,123465.76,3,No,2,Yes,Yes,6,Savings Plans,Positive,"Technical Issue, Delay",Yes,1,6,5,6,10,6,10,3,8,6,3,5,8,5,8
1118,60,Female,Manager,PhD,Married,72799.28,23,500,Yes,Personal Loan,95.03,Yes,43724.66,2,No,4,Yes,No,10,Insurance,Positive,Miscommunication,No,1,6,7,6,9,9,10,4,10,10,7,7,10,7,10
1119,38,Female,Lawyer,Bachelors,Married,37441.57,20,311,Yes,Business Loan,19.06,Yes,65063.25,3,No,5,Yes,No,6,Insurance,Neutral,"Technical Issue, Delay",Yes,0,6,6,6,10,5,8,4,7,8,5,6,8,5,7
1120,59,Male,Teacher,Bachelors,Single,179001.25,10,351,No,no_loan,42.02,Yes,28439.64,3,No,1,Yes,No,2,Insurance,Negative,Technical Issue,No,1,6,2,6,10,1,4,3,2,2,1,1,2,1,1
1121,53,Female,Artist,Bachelors,Married,30469.48,11,601,Yes,Education Loan,22.3,Yes,92423.56,4,Yes,4,No,Yes,3,Savings Plans,Neutral,Fees,Yes,1,3,4,2,10,2,4,5,3,3,4,4,2,3,5
1122,26,Male,Doctor,PhD,Divorced,127512.13,6,599,Yes,Business Loan,86.17,No,99462.62,3,Yes,2,Yes,No,1,Savings Plans,Neutral,Delay,Yes,0,1,4,2,10,1,1,3,2,2,1,1,1,1,2
1123,29,Female,Businessman,Masters,Single,178138.39,5,820,Yes,Business Loan,75.19,No,132517.14,1,Yes,1,No,Yes,3,Insurance,Neutral,"Technical Issue, Delay",Yes,0,3,4,3,7,3,3,6,3,3,3,3,6,2,2
1124,27,Female,Doctor,Masters,Divorced,182481.75,20,439,Yes,Business Loan,36,No,126485.08,2,Yes,5,No,Yes,8,Savings Plans,Neutral,Delay,Yes,0,9,4,8,10,8,10,3,10,9,5,6,10,5,10
1125,63,Male,Doctor,High School,Divorced,158854.7,22,399,No,no_loan,68.51,No,57099.13,4,Yes,1,No,Yes,4,Insurance,Positive,Miscommunication,Yes,0,5,4,4,10,1,6,3,5,4,2,2,8,4,6
1126,22,Male,Lawyer,Bachelors,Divorced,36052.09,13,784,No,no_loan,19.25,Yes,37803.98,1,No,4,Yes,No,2,Insurance,Positive,Delay,Yes,1,6,1,6,7,3,3,3,2,2,1,3,3,1,1
1127,50,Female,Businessman,Masters,Divorced,163668.85,12,436,Yes,Business Loan,38.85,Yes,40290.81,4,Yes,5,No,Yes,4,Savings Plans,Neutral,Technical Issue,No,1,5,4,3,8,3,5,3,4,4,3,4,5,4,5
1128,22,Male,Lawyer,High School,Married,56036.4,19,665,No,no_loan,38.33,No,145965.31,3,Yes,2,No,Yes,7,Savings Plans,Neutral,Technical Issue,No,1,6,4,8,7,5,10,3,8,8,7,5,9,5,8
1129,33,Female,Manager,High School,Divorced,184557.21,19,833,No,no_loan,24.56,No,107519.36,3,No,1,Yes,No,9,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,6,8,6,4,7,10,3,10,10,8,7,10,6,10
