,CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults,Clusters
498,498,65,Female,Engineer,High School,Divorced,183150.02,26,628,Yes,Business Loan,64.49,No,66795.33,1,No,3,Yes,No,10,Savings Plans,Negative,"Service, Fees",Yes,1,6,8,6,8,9,10,3,10,10,6,8,10,7,10,special
499,499,35,Male,Doctor,PhD,Married,18464.53,9,754,Yes,Education Loan,15.3,Yes,99554.69,3,Yes,5,Yes,Yes,9,Savings Plans,Neutral,Technical Issue,Yes,0,9,4,10,6,8,10,6,10,10,7,10,10,7,10,standard
500,500,20,Male,Lawyer,PhD,Married,172434.15,21,594,No,no_loan,63.72,No,67252.63,1,No,1,No,No,5,Savings Plans,Positive,Fees,Yes,0,6,5,6,10,4,6,3,5,4,4,5,6,4,6,special
501,501,41,Male,Lawyer,High School,Single,158809.53,17,421,Yes,Personal Loan,41.08,No,32314.57,2,Yes,2,Yes,Yes,10,Insurance,Neutral,Miscommunication,Yes,0,10,4,10,10,10,10,1,10,10,8,7,10,9,10,special
502,502,18,Female,Manager,Bachelors,Single,63792.31,10,458,Yes,Business Loan,47.01,Yes,78958.29,2,Yes,2,Yes,Yes,1,"Insurance, Savings Plans",Neutral,Fees,No,1,1,4,1,10,1,2,3,2,1,1,1,1,1,1,standard
503,503,23,Male,Businessman,PhD,Divorced,71688.11,27,477,Yes,Business Loan,80.34,Yes,97618.0,1,No,3,Yes,No,10,Savings Plans,Positive,"Service, Fees",Yes,0,6,9,6,10,10,10,4,10,10,6,7,10,8,10,special
504,504,36,Male,Lawyer,Masters,Married,10245.83,6,627,Yes,Education Loan,33.92,No,72975.43,2,No,5,Yes,Yes,5,"Insurance, Savings Plans",Negative,Technical Issue,Yes,0,6,5,6,9,4,6,5,6,5,3,3,5,4,6,standard
505,505,39,Female,Lawyer,Bachelors,Divorced,4132.38,26,606,Yes,Business Loan,15.55,No,70786.6,2,No,2,No,No,5,Savings Plans,Negative,"Technical Issue, Delay",Yes,1,6,4,6,9,3,6,4,7,7,2,2,6,5,9,special
506,506,68,Female,Artist,High School,Divorced,95924.22,3,388,Yes,Home Loan,87.47,Yes,126649.21,3,No,2,Yes,Yes,8,Insurance,Negative,"Technical Issue, Delay",No,0,6,7,6,10,8,10,2,10,9,9,8,10,7,10,moderate
507,507,60,Female,Businessman,Bachelors,Married,20012.39,27,337,Yes,Business Loan,22.0,No,23859.07,1,Yes,5,Yes,No,6,Savings Plans,Negative,Service,No,0,7,4,7,10,7,8,2,7,7,5,5,8,5,9,special
508,508,25,Male,Lawyer,Bachelors,Married,39606.36,20,645,No,no_loan,30.11,No,58426.1,2,Yes,3,No,Yes,5,Savings Plans,Neutral,Delay,Yes,1,7,4,7,9,3,6,3,8,5,3,3,7,4,7,special
509,509,22,Female,Manager,PhD,Married,169506.67,24,551,No,no_loan,70.95,No,125528.44,1,Yes,5,Yes,No,8,Savings Plans,Positive,Delay,No,0,10,4,10,10,5,10,3,8,8,7,6,10,5,10,special
510,510,69,Male,Artist,Bachelors,Married,114634.65,15,448,No,no_loan,68.67,Yes,139668.92,1,Yes,1,Yes,Yes,1,Insurance,Positive,Service,No,1,1,4,1,10,1,2,3,1,2,1,1,1,3,1,moderate
511,511,26,Female,Artist,Masters,Divorced,127092.86,21,315,Yes,Education Loan,80.24,No,73598.95,2,Yes,2,Yes,Yes,5,Savings Plans,Positive,Delay,No,0,5,4,5,10,4,9,1,7,6,4,5,6,4,6,moderate
512,512,64,Male,Engineer,PhD,Divorced,38308.39,28,666,Yes,Car Loan,19.2,No,135543.25,3,No,1,No,Yes,3,Insurance,Neutral,Fees,Yes,0,6,2,6,8,1,3,6,2,3,1,2,3,3,4,special
513,513,38,Male,Doctor,High School,Divorced,165903.7,22,417,No,no_loan,35.88,No,45860.92,3,Yes,2,Yes,Yes,5,"Insurance, Savings Plans",Negative,"Service, Fees",Yes,0,8,4,7,10,4,7,3,8,6,4,2,8,2,7,special
514,514,45,Male,Artist,Masters,Married,173727.97,26,616,No,no_loan,13.46,Yes,48785.52,4,Yes,1,Yes,Yes,3,"Insurance, Savings Plans",Negative,Service,Yes,1,1,4,4,8,2,6,3,3,2,4,3,3,1,3,special
515,515,63,Female,Teacher,PhD,Single,105142.19,20,587,Yes,Personal Loan,54.56,Yes,130004.88,1,No,2,Yes,Yes,4,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,6,3,6,9,3,7,3,6,4,3,5,5,3,3,special
516,516,21,Male,Artist,Bachelors,Divorced,182599.0,6,650,Yes,Personal Loan,29.96,No,137423.51,4,No,3,Yes,No,9,Insurance,Negative,Miscommunication,Yes,0,6,8,6,8,9,10,6,10,10,5,6,10,5,10,standard
517,517,41,Male,Teacher,Masters,Single,169120.9,3,596,No,no_loan,69.2,No,48964.75,3,No,4,Yes,No,2,Savings Plans,Neutral,Technical Issue,No,0,6,1,6,8,2,2,3,4,2,1,2,1,2,2,moderate
518,518,25,Male,Businessman,PhD,Single,146533.51,10,493,No,no_loan,1.03,No,27712.14,2,Yes,5,Yes,Yes,10,"Insurance, Savings Plans",Negative,"Service, Fees",No,0,10,4,10,10,9,10,3,10,10,6,8,10,7,10,standard
519,519,69,Female,Engineer,PhD,Single,147081.11,12,691,No,no_loan,6.91,Yes,31742.14,2,No,2,No,Yes,1,"Insurance, Savings Plans",Negative,"Service, Fees",No,0,6,1,6,8,1,1,3,1,1,1,2,1,1,3,standard
520,520,34,Male,Teacher,High School,Married,21973.3,1,742,No,no_loan,43.82,Yes,53979.51,3,No,5,Yes,Yes,4,Savings Plans,Negative,Service,Yes,0,6,2,6,7,2,6,3,6,4,2,4,5,2,5,standard
521,521,51,Male,Engineer,PhD,Married,54896.37,22,580,Yes,Car Loan,95.86,No,118988.38,3,No,2,No,No,8,"Insurance, Savings Plans",Positive,"Service, Fees",No,1,6,7,6,10,7,10,4,10,9,5,8,10,4,10,moderate
522,522,37,Male,Engineer,High School,Divorced,14302.6,29,600,No,no_loan,89.19,No,86298.94,1,No,4,No,Yes,5,"Insurance, Savings Plans",Neutral,Fees,Yes,1,6,4,6,8,4,7,3,7,6,2,3,6,3,6,special
523,523,33,Male,Engineer,Bachelors,Divorced,2727.56,16,725,No,no_loan,99.41,No,79226.55,4,No,3,No,Yes,9,Savings Plans,Positive,"Technical Issue, Delay",Yes,1,6,8,6,4,7,10,3,10,10,7,9,10,8,10,moderate
524,524,27,Female,Teacher,PhD,Married,32503.6,17,549,Yes,Personal Loan,42.27,No,95938.19,4,Yes,3,No,Yes,10,Insurance,Neutral,"Service, Fees",No,1,10,4,10,9,9,10,4,10,10,8,8,10,8,10,special
525,525,51,Male,Teacher,PhD,Married,176216.95,10,814,No,no_loan,5.61,No,135729.0,3,Yes,5,Yes,No,3,Insurance,Positive,Service,No,1,4,4,4,5,3,3,3,3,3,1,2,4,2,3,standard
526,526,60,Female,Engineer,Bachelors,Single,48734.94,12,705,No,no_loan,31.29,No,31755.95,1,No,4,Yes,Yes,9,"Insurance, Savings Plans",Neutral,Service,Yes,0,6,8,6,6,9,10,3,10,10,6,10,10,7,10,standard
527,527,27,Female,Businessman,PhD,Married,194060.64,19,543,No,no_loan,67.9,No,110314.14,2,No,5,Yes,No,1,"Insurance, Savings Plans",Neutral,Fees,No,1,6,1,6,8,2,1,3,1,1,1,2,1,1,1,moderate
528,528,47,Male,Engineer,PhD,Married,119860.91,28,666,Yes,Personal Loan,14.38,Yes,140482.81,3,No,3,Yes,Yes,2,Insurance,Positive,Delay,No,0,6,3,6,8,3,2,4,2,2,1,1,2,1,2,special
529,529,47,Female,Businessman,Masters,Married,48214.44,8,419,Yes,Business Loan,30.7,Yes,47735.51,4,No,1,Yes,Yes,9,"Insurance, Savings Plans",Positive,Fees,No,1,6,7,6,10,9,10,2,10,10,6,8,10,6,10,standard
530,530,68,Female,Doctor,High School,Married,99929.03,23,739,No,no_loan,6.56,Yes,128910.4,1,No,5,Yes,No,9,Insurance,Negative,Service,Yes,0,6,8,6,7,8,10,3,10,10,7,9,10,6,10,special
531,531,42,Female,Businessman,PhD,Single,44599.87,8,803,Yes,Business Loan,48.02,No,110743.21,1,No,2,No,Yes,10,"Insurance, Savings Plans",Neutral,Service,Yes,1,6,8,6,5,8,10,6,10,10,7,10,10,7,10,standard
532,532,63,Male,Businessman,PhD,Divorced,196810.74,10,732,Yes,Business Loan,21.68,Yes,21880.91,1,Yes,3,Yes,Yes,5,"Insurance, Savings Plans",Neutral,Service,No,0,5,4,8,5,3,6,3,8,5,4,3,7,5,6,standard
533,533,60,Female,Businessman,High School,Single,169605.73,10,482,No,no_loan,10.03,No,50109.52,4,No,2,Yes,Yes,10,Insurance,Neutral,Service,No,0,6,9,6,10,10,10,3,10,10,7,7,10,8,10,standard
534,534,58,Female,Engineer,Masters,Married,6221.52,18,760,Yes,Home Loan,41.71,Yes,98759.82,1,No,4,No,No,4,Savings Plans,Neutral,Technical Issue,Yes,1,6,3,6,6,1,6,5,6,4,4,2,6,3,6,special
535,535,24,Male,Lawyer,High School,Married,189607.43,10,417,No,no_loan,35.77,Yes,85312.04,2,No,3,Yes,No,9,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,1,6,7,6,10,7,10,3,10,10,5,9,10,6,10,standard
536,536,64,Male,Doctor,PhD,Divorced,144491.96,7,330,Yes,Personal Loan,54.21,Yes,88631.71,4,No,3,No,Yes,10,"Insurance, Savings Plans",Negative,Delay,Yes,0,6,8,6,10,10,10,1,10,10,9,8,10,6,10,standard
537,537,37,Female,Doctor,Bachelors,Divorced,17393.87,4,448,No,no_loan,75.15,Yes,50150.96,3,Yes,5,Yes,Yes,2,Savings Plans,Negative,Service,Yes,1,1,4,2,10,1,3,3,1,1,1,1,1,1,3,moderate
538,538,34,Female,Doctor,Bachelors,Divorced,134456.91,1,827,Yes,Business Loan,12.14,Yes,107750.45,1,No,5,Yes,No,3,"Insurance, Savings Plans",Negative,Technical Issue,No,1,6,3,6,5,3,3,6,4,2,2,2,3,2,5,standard
539,539,20,Female,Lawyer,Masters,Single,129738.41,11,572,Yes,Home Loan,79.32,No,54634.39,4,Yes,2,No,No,8,Savings Plans,Neutral,"Service, Fees",Yes,0,10,4,10,10,6,10,5,10,9,6,7,10,5,9,moderate
540,540,64,Male,Doctor,Masters,Divorced,44538.96,19,684,No,no_loan,3.6,No,70626.55,3,No,5,Yes,Yes,1,Savings Plans,Positive,Service,Yes,0,6,1,6,8,1,2,3,2,1,1,1,1,1,1,special
541,541,63,Female,Doctor,PhD,Married,151930.89,5,401,No,no_loan,44.87,Yes,67959.07,3,No,1,Yes,Yes,2,Insurance,Positive,Delay,No,0,6,2,6,10,2,3,3,2,1,4,1,4,2,2,standard
542,542,57,Male,Teacher,Masters,Married,18325.88,26,371,No,no_loan,59.16,No,107363.25,2,No,3,No,Yes,5,Savings Plans,Neutral,"Technical Issue, Delay",No,1,6,5,6,10,4,8,3,6,6,3,2,6,4,5,special
543,543,53,Female,Manager,PhD,Married,98399.59,8,707,No,no_loan,95.74,Yes,31732.86,3,No,4,Yes,No,7,Insurance,Negative,Delay,No,0,6,5,6,4,5,10,3,8,6,5,4,9,3,10,moderate
544,544,43,Female,Teacher,Bachelors,Single,2974.72,2,646,Yes,Personal Loan,57.82,Yes,46720.45,2,Yes,3,Yes,No,10,Insurance,Positive,Fees,Yes,0,10,4,10,7,7,10,4,10,10,8,9,10,8,10,standard
545,545,27,Male,Engineer,Masters,Divorced,193778.76,2,666,Yes,Business Loan,16.72,Yes,46064.62,4,No,2,Yes,No,9,Insurance,Positive,Technical Issue,Yes,1,6,8,6,8,6,10,4,10,9,8,9,10,6,10,standard
546,546,51,Female,Engineer,PhD,Divorced,150561.16,24,848,No,no_loan,52.24,No,34095.21,2,Yes,5,Yes,No,3,"Insurance, Savings Plans",Negative,"Service, Fees",No,0,2,4,3,5,2,2,3,3,2,3,3,2,1,3,special
547,547,31,Male,Businessman,High School,Divorced,32611.56,14,590,Yes,Business Loan,40.18,Yes,46987.35,4,Yes,3,No,Yes,4,"Insurance, Savings Plans",Neutral,Delay,Yes,0,4,4,6,10,3,6,3,5,2,4,3,4,1,5,special
548,548,25,Female,Artist,Masters,Divorced,68993.13,9,721,No,no_loan,48.46,Yes,98917.83,4,No,5,No,No,10,Savings Plans,Neutral,Miscommunication,Yes,1,6,8,6,7,9,10,3,10,10,6,9,10,7,10,standard
549,549,44,Male,Manager,PhD,Married,32951.91,10,480,Yes,Business Loan,20.51,No,115181.86,1,Yes,2,No,No,1,Insurance,Neutral,Service,Yes,0,1,4,1,10,1,1,3,1,1,1,1,2,2,1,standard
550,550,27,Male,Lawyer,PhD,Single,153556.88,13,413,No,no_loan,50.58,Yes,105839.45,2,Yes,5,No,No,1,"Insurance, Savings Plans",Neutral,Delay,No,1,1,4,1,10,1,1,3,1,1,1,1,1,1,2,standard
551,551,67,Female,Teacher,High School,Divorced,12720.37,29,537,Yes,Business Loan,15.85,No,81774.46,4,No,4,No,Yes,1,"Insurance, Savings Plans",Neutral,"Service, Fees",No,1,6,1,6,10,1,1,2,1,1,1,1,1,2,2,special
552,552,32,Male,Engineer,Bachelors,Married,168240.92,1,393,No,no_loan,74.66,No,26816.49,1,No,2,Yes,Yes,4,Savings Plans,Positive,"Service, Fees",Yes,0,6,5,6,10,2,4,3,5,3,2,2,3,2,4,moderate
553,553,54,Female,Lawyer,High School,Married,188497.07,14,559,Yes,Education Loan,59.8,No,144670.91,2,No,3,Yes,Yes,9,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,0,6,8,6,9,9,10,4,10,10,6,7,10,6,10,moderate
554,554,39,Male,Doctor,PhD,Single,135648.96,2,406,Yes,Car Loan,8.77,No,41849.94,2,No,3,No,Yes,8,"Insurance, Savings Plans",Positive,Technical Issue,Yes,1,6,7,6,10,5,10,3,10,10,7,7,10,5,10,standard
555,555,62,Male,Lawyer,High School,Divorced,43380.12,4,543,No,no_loan,89.07,No,106894.78,3,No,4,No,No,4,"Insurance, Savings Plans",Positive,Technical Issue,Yes,1,6,2,6,10,3,6,3,5,4,3,3,6,2,4,moderate
556,556,67,Male,Teacher,High School,Single,72657.93,28,722,Yes,Business Loan,62.02,No,138675.78,1,No,1,Yes,No,8,"Insurance, Savings Plans",Positive,Technical Issue,Yes,1,6,6,6,6,6,10,5,10,9,4,6,9,4,10,special
557,557,48,Female,Manager,PhD,Divorced,95970.74,19,634,Yes,Car Loan,32.29,No,110711.02,3,Yes,5,No,Yes,7,"Insurance, Savings Plans",Negative,Fees,No,1,7,4,7,8,7,10,5,7,9,7,6,9,5,8,special
558,558,19,Male,Artist,Bachelors,Single,121320.33,1,322,No,no_loan,5.52,No,48346.45,4,No,3,No,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",No,1,6,6,6,10,6,9,3,6,6,6,5,8,4,7,standard
559,559,62,Male,Businessman,High School,Divorced,134063.95,4,570,No,no_loan,63.59,No,61053.52,2,Yes,4,Yes,Yes,10,Savings Plans,Positive,Service,Yes,1,10,4,10,10,10,10,3,10,10,8,9,10,7,10,moderate
560,560,48,Male,Teacher,High School,Divorced,111288.73,11,439,No,no_loan,37.97,No,23926.76,4,No,5,Yes,No,2,Insurance,Neutral,Miscommunication,No,1,6,2,6,10,1,2,3,3,3,1,2,2,1,2,standard
561,561,31,Female,Businessman,Masters,Single,70911.47,13,765,No,no_loan,90.85,No,99658.57,1,Yes,2,No,No,3,"Insurance, Savings Plans",Negative,Technical Issue,Yes,0,4,4,4,7,3,4,3,4,5,2,2,3,2,3,moderate
562,562,27,Female,Manager,Masters,Divorced,178292.54,27,753,Yes,Personal Loan,4.45,No,99689.09,2,Yes,4,No,No,4,Insurance,Neutral,Service,Yes,1,4,4,7,8,3,5,7,5,4,2,2,6,3,3,special
563,563,47,Male,Engineer,PhD,Single,17197.02,18,683,No,no_loan,4.87,No,114315.08,4,Yes,2,Yes,No,7,Savings Plans,Neutral,Technical Issue,Yes,0,8,4,8,10,5,10,3,8,8,6,6,10,5,8,special
564,564,53,Male,Businessman,PhD,Single,93784.95,10,676,No,no_loan,94.98,No,21429.52,2,No,2,No,Yes,8,Savings Plans,Positive,Technical Issue,No,1,6,5,6,9,7,10,3,9,10,7,6,9,5,10,moderate
565,565,64,Female,Engineer,PhD,Divorced,155337.4,5,737,No,no_loan,96.52,No,126319.37,3,Yes,2,No,Yes,8,Insurance,Neutral,"Service, Fees",No,0,9,4,10,7,6,10,3,10,8,6,7,10,6,10,moderate
566,566,57,Male,Lawyer,Masters,Divorced,13113.66,1,721,Yes,Business Loan,3.75,No,116032.42,1,No,5,Yes,No,4,Insurance,Positive,Miscommunication,No,0,6,3,6,9,4,5,5,3,4,1,3,5,3,4,standard
567,567,32,Male,Teacher,PhD,Single,141361.71,14,455,Yes,Business Loan,71.89,No,38315.26,1,Yes,1,No,No,9,Savings Plans,Neutral,Service,No,1,10,4,9,10,7,10,3,10,10,6,10,10,7,10,moderate
568,568,31,Male,Engineer,High School,Married,164122.61,16,634,Yes,Car Loan,22.93,Yes,65191.46,1,No,2,No,Yes,8,"Insurance, Savings Plans",Negative,Technical Issue,No,1,6,6,6,8,7,10,5,10,9,6,6,10,6,10,standard
569,569,48,Male,Doctor,High School,Single,132505.43,24,830,Yes,Business Loan,70.44,Yes,103008.24,2,No,3,No,Yes,5,Insurance,Negative,"Service, Fees",No,0,6,3,6,4,1,5,9,4,4,5,4,6,2,6,special
570,570,46,Male,Doctor,Bachelors,Married,3574.44,26,431,No,no_loan,87.0,No,84453.59,4,Yes,5,Yes,Yes,3,Insurance,Neutral,Fees,Yes,0,4,4,4,10,3,4,3,1,2,2,4,4,1,3,moderate
571,571,44,Male,Artist,PhD,Married,36847.27,18,800,Yes,Home Loan,10.98,No,34962.25,4,No,5,Yes,No,2,"Insurance, Savings Plans",Positive,Technical Issue,Yes,0,6,3,6,4,1,3,5,2,1,1,2,1,1,1,special
572,572,38,Female,Lawyer,High School,Single,69080.5,27,821,Yes,Car Loan,24.64,Yes,31354.9,1,No,2,Yes,Yes,9,Insurance,Positive,"Service, Fees",Yes,1,6,8,6,5,6,10,6,9,9,6,9,10,7,10,special
573,573,26,Male,Engineer,High School,Single,47504.32,3,439,No,no_loan,3.38,Yes,121589.32,2,No,3,No,No,1,"Insurance, Savings Plans",Positive,Service,Yes,1,6,1,6,10,1,1,3,1,1,1,1,1,1,1,standard
574,574,37,Male,Artist,Bachelors,Single,192567.78,3,434,No,no_loan,5.34,No,40275.73,2,Yes,4,No,Yes,7,Savings Plans,Neutral,Delay,No,1,9,4,8,10,7,10,3,9,8,6,4,8,4,8,standard
575,575,52,Female,Doctor,High School,Married,130667.19,4,706,Yes,Home Loan,3.93,No,42372.05,2,No,5,No,No,7,Insurance,Positive,Technical Issue,No,0,6,6,6,6,3,10,7,8,8,5,7,10,5,9,standard
576,576,32,Female,Artist,Bachelors,Single,60097.22,7,393,No,no_loan,80.27,Yes,128020.01,4,No,2,Yes,Yes,1,"Insurance, Savings Plans",Neutral,Fees,Yes,1,6,1,6,10,2,2,3,1,1,1,1,1,1,1,moderate
577,577,41,Female,Artist,Bachelors,Single,186009.8,13,540,Yes,Business Loan,30.53,No,99578.15,1,Yes,2,No,Yes,7,"Insurance, Savings Plans",Negative,Fees,No,1,8,4,8,10,4,8,3,9,8,4,7,10,4,9,standard
578,578,66,Female,Engineer,Masters,Divorced,148378.25,9,464,Yes,Car Loan,49.83,Yes,98613.03,4,Yes,1,Yes,Yes,1,Savings Plans,Positive,Technical Issue,No,1,1,4,1,10,1,1,5,1,1,1,1,1,1,1,standard
579,579,33,Male,Engineer,High School,Divorced,57636.84,3,624,Yes,Education Loan,79.0,No,82314.95,3,No,1,No,Yes,2,Insurance,Neutral,Service,No,0,6,2,6,7,1,1,3,2,2,2,1,3,1,3,moderate
580,580,53,Female,Engineer,Masters,Divorced,76397.43,17,517,No,no_loan,50.0,Yes,93969.35,2,Yes,4,No,Yes,9,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,0,10,4,10,9,9,10,3,10,10,6,8,10,6,10,special
581,581,28,Male,Lawyer,High School,Single,40686.34,15,530,No,no_loan,43.49,No,98230.06,3,No,4,Yes,Yes,8,Insurance,Neutral,Technical Issue,No,0,6,6,6,9,6,10,3,10,8,7,6,9,5,10,special
582,582,25,Female,Businessman,Masters,Single,194243.73,27,478,Yes,Business Loan,2.15,No,145817.41,1,Yes,4,No,No,9,"Insurance, Savings Plans",Positive,Fees,No,1,10,4,10,10,7,10,1,10,10,7,5,10,6,10,special
583,583,20,Female,Artist,Bachelors,Single,103942.0,10,379,Yes,Business Loan,57.24,Yes,48986.53,1,Yes,4,No,Yes,9,Insurance,Negative,Technical Issue,Yes,0,9,4,10,10,8,10,3,9,10,7,8,10,6,10,moderate
584,584,36,Female,Artist,Bachelors,Married,179315.28,15,653,No,no_loan,13.35,No,47893.11,4,Yes,2,Yes,No,4,Insurance,Neutral,Fees,No,0,4,4,5,9,1,5,3,6,4,1,3,5,4,4,standard
585,585,63,Male,Lawyer,Bachelors,Married,69953.45,1,460,Yes,Home Loan,76.7,Yes,27438.4,1,Yes,2,No,Yes,5,"Insurance, Savings Plans",Neutral,Delay,No,0,4,4,6,10,4,7,4,8,6,4,3,8,4,5,moderate
586,586,58,Female,Doctor,Bachelors,Divorced,172307.48,28,726,No,no_loan,26.52,Yes,105565.84,1,No,2,No,Yes,10,"Insurance, Savings Plans",Negative,Technical Issue,Yes,0,6,10,6,6,7,10,3,10,10,6,10,10,8,10,special
587,587,20,Female,Teacher,High School,Married,11723.48,27,702,No,no_loan,67.74,Yes,91375.48,4,Yes,3,No,Yes,7,Insurance,Negative,Miscommunication,Yes,1,8,4,9,6,5,9,3,10,9,4,6,10,3,8,special
588,588,53,Female,Businessman,PhD,Married,196435.97,22,331,No,no_loan,64.98,No,34461.1,4,No,4,No,Yes,6,Insurance,Positive,Technical Issue,Yes,0,6,4,6,10,4,9,3,8,6,5,2,9,6,7,special
589,589,42,Male,Doctor,High School,Married,182494.84,21,420,No,no_loan,62.05,Yes,67390.06,4,No,3,Yes,No,9,Savings Plans,Neutral,Fees,Yes,1,6,7,6,10,8,10,3,10,10,8,7,10,6,10,special
590,590,53,Male,Lawyer,Masters,Divorced,73277.39,10,814,Yes,Car Loan,27.43,No,43226.22,4,No,5,No,Yes,2,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,0,6,1,6,2,2,4,4,2,1,1,2,2,2,3,standard
591,591,28,Female,Businessman,High School,Divorced,155169.71,7,684,No,no_loan,27.44,Yes,63092.63,1,Yes,5,Yes,Yes,8,Insurance,Positive,Service,Yes,1,10,4,8,9,7,10,3,10,10,7,5,9,6,10,standard
592,592,68,Male,Businessman,High School,Married,150699.33,7,724,No,no_loan,86.44,Yes,143664.34,3,Yes,2,No,Yes,2,Insurance,Positive,Fees,Yes,0,1,4,2,7,1,2,3,4,1,2,1,2,1,1,moderate
593,593,33,Female,Artist,Masters,Single,180349.7,3,775,No,no_loan,2.27,Yes,108831.45,4,Yes,5,No,No,2,"Insurance, Savings Plans",Neutral,Delay,Yes,0,2,4,2,7,2,4,3,4,2,1,1,2,1,2,standard
594,594,34,Male,Artist,Bachelors,Divorced,62143.74,7,466,Yes,Education Loan,18.97,Yes,20983.98,1,Yes,2,No,No,3,Insurance,Negative,Service,Yes,1,2,4,4,10,4,5,2,4,3,1,2,3,1,6,standard
595,595,59,Female,Engineer,Masters,Married,93638.48,9,688,Yes,Business Loan,61.41,No,52826.05,1,No,4,Yes,Yes,4,Insurance,Positive,Miscommunication,No,0,6,3,6,8,3,5,5,6,5,2,3,8,4,3,moderate
596,596,41,Male,Engineer,Masters,Single,173134.92,8,632,Yes,Car Loan,81.89,No,21347.0,1,Yes,3,No,Yes,6,Savings Plans,Neutral,Miscommunication,No,0,8,4,7,9,5,9,4,8,6,5,5,8,4,6,moderate
597,597,34,Female,Artist,PhD,Single,155937.31,3,822,Yes,Business Loan,36.48,No,112932.9,1,No,2,No,Yes,6,Savings Plans,Positive,Delay,Yes,1,6,6,6,4,6,10,7,8,6,3,5,8,4,9,standard
598,598,65,Male,Artist,PhD,Divorced,79299.88,26,770,Yes,Education Loan,65.69,No,81024.83,1,Yes,1,Yes,Yes,2,"Insurance, Savings Plans",Negative,Delay,Yes,1,1,4,1,5,1,1,5,4,1,1,3,4,1,2,special
599,599,37,Male,Manager,Bachelors,Single,169299.32,5,823,No,no_loan,56.16,No,149222.43,4,Yes,1,Yes,No,6,"Insurance, Savings Plans",Neutral,Delay,Yes,0,6,4,7,4,9,9,3,7,8,4,5,8,4,7,standard
600,600,39,Female,Businessman,Masters,Divorced,10343.85,13,352,Yes,Business Loan,7.39,No,115365.82,4,No,4,No,No,8,"Insurance, Savings Plans",Neutral,"Service, Fees",No,0,6,8,6,10,7,9,2,10,9,8,7,10,7,9,standard
601,601,23,Female,Engineer,Masters,Married,156627.21,13,320,Yes,Car Loan,62.55,Yes,87328.68,2,Yes,3,Yes,No,5,Savings Plans,Neutral,Delay,Yes,0,6,4,6,10,4,8,2,5,3,4,4,6,4,6,moderate
602,602,24,Male,Engineer,Masters,Divorced,42146.41,8,318,No,no_loan,81.58,No,124611.71,2,Yes,2,Yes,No,1,Savings Plans,Negative,Technical Issue,No,0,1,4,3,10,1,1,3,1,1,1,1,1,1,1,moderate
603,603,31,Female,Doctor,High School,Single,57938.06,18,755,Yes,Personal Loan,99.25,No,111624.47,4,No,4,No,No,8,Savings Plans,Positive,Fees,No,0,6,6,6,7,8,10,6,10,9,4,8,10,6,9,moderate
604,604,28,Female,Artist,PhD,Divorced,99149.75,7,621,Yes,Car Loan,3.93,No,51690.9,4,Yes,3,Yes,No,6,Insurance,Negative,"Service, Fees",No,1,5,4,7,10,4,9,5,7,6,4,6,6,3,8,standard
605,605,29,Female,Businessman,PhD,Divorced,90497.17,27,732,No,no_loan,66.35,No,88933.58,4,No,1,No,Yes,2,Savings Plans,Negative,Technical Issue,No,0,6,1,6,6,3,2,3,2,4,2,1,3,1,2,special
606,606,63,Female,Artist,Bachelors,Married,104593.45,10,358,Yes,Business Loan,42.04,No,92279.83,3,No,2,Yes,Yes,7,Savings Plans,Negative,"Technical Issue, Delay",Yes,0,6,6,6,10,6,10,3,8,8,6,5,9,5,9,standard
607,607,22,Male,Lawyer,PhD,Single,109410.34,10,450,Yes,Business Loan,1.97,No,78660.12,4,Yes,3,Yes,Yes,8,"Insurance, Savings Plans",Neutral,Service,Yes,0,8,4,10,10,6,10,4,9,8,6,8,10,6,10,standard
608,608,22,Female,Doctor,PhD,Divorced,66974.01,23,739,No,no_loan,61.82,Yes,43295.04,1,No,5,No,No,2,Savings Plans,Negative,"Technical Issue, Delay",Yes,0,6,1,6,6,1,3,3,1,2,1,1,1,2,5,special
609,609,37,Male,Teacher,Bachelors,Married,35870.28,11,357,Yes,Home Loan,13.12,Yes,49037.98,3,No,2,No,Yes,1,Savings Plans,Neutral,Miscommunication,Yes,0,6,1,6,10,1,3,3,1,1,1,1,1,1,2,standard
